Author,Date,Title,Source,Vol.,No.,pp.,Category,URL
E. Chlebus; R. Ohri,2005-11-01,Estimating parameters of the Pareto distribution by means of Zipf's law: application to Internet research,GLOBECOM '05. IEEE Global Telecommunications Conference 2005,,,,Conference Paper,
H. Yu; J. Rexford; E. Felten,2005-11-01,A Distributed Reputation Approach to Cooperative Internet Routing Protection,1st IEEE ICNP Workshop on Secure Network Protocols,,,,Conference Paper,
J. Ignaci. Alvarez-Hamelin; L. Dall'Asta; A. Barrat; A. Vespignani,2005-11-01,K-core decomposition of Internet graphs: hierarchies, self-similarity and measurement biases,arXiv:cs/0511007,,,,Peer,
X. Dimitropoulos; G. Riley; D. Krioukov; R. Sundaram,2005-11-01,Towards a Topology Generator Modeling AS Relationships,IEEE International Conference on Network Protocols,,,,Conference Paper,
D. Spence; J. Crowcroft; S. Hand; T. Harris,2005-10-01,Location based placement of whole distributed systems,CoNEXT '05 Proceedings of the 2005 ACM conference on Emerging Network Experiment and Technology,,,124-134,Conference Paper,
M. Freedman; M. Vutukuru; N. Feamster; H. Balakrishnan,2005-10-01,Geographic locality of IP prefixes,Proceedings of the 5th ACM SIGCOMM conference on Internet measurement,,,13,Conference Paper,
A. Lambert; M. Meulle;J-L. Lutton,2005-09-01,Revisting Interdomain Root Cause Analysis from multiple vantage points,Presentation at University,,,,Peer,
B. Zhang; V. Kambhampati; M. Lad; D. Massey; L. Zhang,2005-08-01,Identifying BGP routing table transfers,MineNet '05 Proceedings of the 2005 ACM SIGCOMM workshop on Mining Network data,,,213-218,Conference Paper,
J. Zhang; J. Rexford; J. Feigenbaum,2005-08-01,Learning-based anomaly detection in BGP updates,Proceedings of the 2005 ACM SIGCOMM workshop on Mining network data,,,219-220,Conference Paper,
P. Mahadevan; D. Krioukov; B. Huffaker; K. Claffy; A. Vahdat,2005-08-01,Impact of Degree Correlations on Topology Generators,Unknown,,,,Peer?,
P. Mahadevan; D. Krioukov; M. Fomenkov; B. Huffaker; X. Dimitropoulos; K. Claffy; A. Vahdat,2005-08-01,Lessons from Three Views of the Internet Topology,arXiv:cs/0508033,,,,Peer,
X. Dimitropoulos; D. Krioukov; G. Riley; K. Claffy,2005-08-01,Classifying the Types of Autonomous Systems in the Internet,SIGCOMM,,,,Conference Paper,
X. Dimitropoulos; D. Krioukov; G. Riley,2005-07-01,Revisiting Internet AS-level Topology Discovery,arXiv:cs/0507046,,,,Peer,
C. Zou; D. Towsley; W. Gong; S. Cai,2005-06-01,Routing Worm: A Fast, Selective Attack Worm Based on IP Address Information,PADS '05 Proceedings of the 19th Workshop on Principles of Advanced and Distributed Simulation,,,199-206,Conference Paper,
M. Cai; K. Hwang; Y. Kwok; S. Song; Y. Chen,2005-06-01,Collaborative Internet worm containment,IEEE Security and Privacy,3,3,25-33,Peer,
S. Wei; J. Mirkovic; M. Swany,2005-06-01,Distributed Worm Simulation with a Realistic Internet Model,PADS '05 Proceedings of the 19th Workshop on Principles of Advanced and Distributed Simulation,,,71-79,Conference Paper,
Y. Shavitt; E. Shir,2005-06-01,DIMES: Let the Internet Measure Itself,arXiv:cs/0506099,,,,Peer,
X. Dimitropoulos; D. Krioukov; B. Huffaker; K. Claffy; G. Riley,2005-05-01,Inferring AS Relationships: Dead End or Lively Beginning?,Workshop on Effecient and Expermental Algorithms (WEA),,,113-125,Conference Paper,
Z. Wu; E. Purpus; J. Li,2005-03-01,BGP Behavior Analysis During the August 2003 Blackout,Proceedings of IEEE IM,,,,Peer,
B. Zhang; R. Liu; D. Massey; L. Zhang,2005-01-01,Collecting the internet AS-Level topology,ACM SIGCOMM Computer Communication Review,35,1,53-61,Peer,
J.-L. Guillaume; M. Latapy,2005-01-01,Relevance of massively distributed explorations of the Internet: Simulation results,IEEE INFOCOM 2005,,,,Conference Paper,
L. Subramanian; M. Caesar; C. Tie. Ee; M. Handley; M. Mao; S. Shenker; I. Stoica,2005-01-01,HLP: A Next Generation Intedomain Routing Protocol,SICOMM '05,,,,Conference Paper,
M. Caesar; L. Subramanian; R. Katz,2005-01-01,The Case for an Internet Health Monitoring System,Unknown,,,, “,
M. Gaertler; M. Patrignani,2005-01-01,Dynamic Analysis of the Autonomous System Graph,Unknown,,,, “,
R. Beverly; S. Bauer,2005-01-01,The Spoofer Project: Inferring the Extent of Source Address Filtering on the Internet,SRUTI '05 Paper,,,,Peer,
R. Bush; T. Griffin; J. Li; Z. Mao; E. Purpus; D. Stutzbach,2005-01-01,Happy Packets to You!,IEEE INFOCOMM 2005,,,,Conference Paper,
X. Meng; Z. Xu; B. Zhang; G. Huston; S. Lu; L. Zhang,2005-01-01,IPv4 address allocation and the BGP routing table evolution,ACM SIGCOMM Computer Communication Review,35,1,71-80,Peer,
X. Meng; Z. Xu; B. Zhang; G. Huston; S. Lu; L. Zhang,2005-01-01,IPv4 address allocation and the BGP routing table evolution,ACM SIGCOMM Computer Communication Review,35,1,71-80,Peer,
M. Baur;U;Brandes; M. Gaertler; D. Wagner,2004-10-01,Drawing the AS Graph in 2.5 Dimensions,International Symposium on Graph Drawing,,,43-48,Conference Paper,
M. Lad; D. Massey; L. Zhang,2004-10-01,LinkRank: A Tool for Diagnosis of BGP Routing Dynamics,NANOG 32,,,,Unknown,
S. Lee; Z. Zhang; S. Nelakuditi,2004-10-01,Exploiting as hierarchy for scalable route selection in multi-homed stub networks,IMC '04 Proceedings of the 4th ACM SIGCOMM conference on Internet measurement,,,294-299,Conference Paper,
S. Teoh; K. Zhang;S-M. Tseng;K-L. Ma; S. Wu,2004-10-01,Combining visual and automated data mining for near-real-time anomaly detection analysis in BGP,VizSEC/DMSEC '04 Proceedings of the 2004 ACM workshop on Visualization of data mining for computer security,,,,Conference Paper,
K. Cho; M. Luckie; B. Huffaker,2004-09-01,Identifying IPv6 network problems in the dual-stack world,NetT '04 Proceedings of the ACM SIGCOMM workshop on Network troubleshooting: research, theory and operations practice meet malfunctioning reality,,,283-288,Conference Paper,
D. Chang; R. Govindan; J. Heidemann,2004-08-01,Locating BGP Missing Routes Using Multiple Perspectives,SIGCOMM 2004,,,,Conference Paper,
D. Meyer,2004-06-01,RouteViews Update,ISMA Data Catalog 2004 Workshop,,,,Conference Paper,
J. Han; F. Jahanian,2004-06-01,Impact of path diversity on multi-homed and overlay networks,International Conference on Dependable Systems and Networks, 2004,,,,Conference Paper,
J. Chen; L. Trajkovic,2004-05-01,Analysis of Internet topology data,International Symposium on Circuits and Systems,,,,Conference Paper,
J. Gast; P. Barford,2004-05-01,Representing the Internet as a succinct forest,Computer Networks,45,1,35-44,Peer,
T. Griffin,2004-05-01,BGP Wedgies: Bad Routing Policy Interactions that Cannot be Debugged,IDRWS,,,,Conference Paper,
H. Chang; R. Govindan; S. Jamin; S. Shenker; W. Willinger,2004-04-01,Towards capturing representative AS-level Internet topologies,Elsevier Computer Communications Journal,44,6,737-755,Peer,
L. Amini; A. Shaikh; H. Schulzrinne,2004-04-01,Issues with inferring Internet topological attributes,Elsevier Computer Communications Journal,27,6,557-567,Peer,
M. Lad; L. Zhang; D. Massey,2004-04-01,Link-Rank: a graphical tool for capturing BGP routing dynamics,2004 IEEE/IFIP Network Operations and Management Symposium,,,,Conference Paper,
S. Banerjee; T. Griffin; M. Pias,2004-04-01,The Interdomain Connectivity of PlanetLab Nodes,Passive and Active Network Measurement Workshop (PAM),3015,,73-82,Conference Paper,
B. Quoitin; S. Tandel; S. Uhlig; O. Bonaventure,2004-03-01,Interdomain traffic engineering with redistribution communities,Computer Communications,27,4,355-363,Peer,
N. Spring; R. Mahajan; D. Wetherall; T. Anderson,2004-02-01,Measuring ISP Topologies with Rocketfuel,IEEE/ACM Transactions on Networking (TON),12,1,Feb-16,Peer,
P. Verkaik; A. Broido; K. Claffy; R. Gao; Y. Hyun; R. va. de. Pol,2004-02-01,Beyond CIDR Aggregation,Cooperative Association for Internet Data Analysis (CAIDA),,,,Peer,
A. Feldmann; N. Kammenhuber; O. Maennel; B. Maggs; R. D. Prisco; R. Sundaram,2004-01-01,A Methodology for Estimating Interdomain Web Traffic Demand,IMC '04,,,,Conference Paper,
A. Feldmann; O. Maennel; Z. Morle. Mao; A. Berger; B. Maggs,2004-01-01,Locating Internet Routing Instabilities,SIGCOMM 2004,,,,Conference Paper,
J. Pang; J. Hendricks; A. Akella; B. Maggs; R. D. Prisco; S. Seshan,2004-01-01,Availability, Usage, and Deployment Characteristics of the Domain Name System,IMC '04,,,,Conference Paper,
N. Spring; D. Wetherall; T. Anderson,2004-01-01,Reverse engineering the Internet,ACM SIGCOMM Computer Communication Review,34,1,03-Aug,Peer,
S.-T. Park; D. Pennock; C. Giles,2004-01-01,Comparing static and dynamic measurements and models of the Internet Topology,IEEE INFOCOM 2004,,,,Conference Paper,
M. Lad; X. Zhao; B. Zhang; D. Massey; L. Zhang,2003-12-01,Analysis of BGP Update Surge during Slammer Worm Attack,International Workshop on Distributed Computing,,,66-79,Conference Paper,
R. Gao; E. Zegura,2003-12-01,An evolutionary framework for AS-level Internet topology modeling,GLOBECOM '03. IEEE Global Telecommunications Conference (IEEE Cat. No.03CH37489),,,,Conference Paper,
S. Zhou; R. Mondragon,2003-12-01,Towards modelling the internet topology - The interactive growth model,Teletraffic Science and Engineering,5,,121-129,Peer,
D-F. Chang; R. Govindan; J. Heidemann,2003-11-01,The temporal and topological characteristics of BGP path changes,11th IEEE International Conference on Network Protocols, 2003. Proceedings,,,,Conference Paper,
A. Sridharan; S. Moon; C. Diot,2003-10-01,On the correlation between route dynamics and routing hoops,IMC '03 Proceedings of the 3rd ACM SIGCOMM Conference on Internet Measurement,,,285-294,Conference Paper,
J. Heasley,2003-10-01,Routing Update,NANOG 29,,,,Conference Paper,
X. Zhao; D. Massey,2003-10-01,A Study on the Routing Convergence of Latin America Networks,DSOM,,,,Conference Paper,
Z. Mao; R. Bush; T. Griffin; M. Roughan,2003-10-01,BGP beacons,IMC '03 Proceedings of the 3rd ACM SIGCOMM Conference on Internet Measurement,,,Jan-14,Conference Paper,
H. Kong,2003-09-01,Verification of Zebra as a BGP Measurement Instrument,Agilent Labs, China,,,,Peer,
R. Teixeira; J. Rexford,2003-09-01,A measurement framework for pin-pointing routing changes,NetT '04 Proceedings of the ACM SIGCOMM workshop on Network troubleshooting: research, theory and operations practice meet malfunctioning reality,,,313-318,Conference Paper,
S. Seetharaman,2003-09-01,Interdomain routing reliability measurements,CS 8803 presentation,,,,Self,
A. Nakao; L. Peterson; A. Bavier,2003-08-01,A routing underlay for overlay networks,Proceedings of the 2003 Conference on Applications, Technologies, Architectures, and Protocols for Computer Communications,,,Nov-18,Conference Paper,
Z. Mao; J. Rexford; J. Wang; R. Katz,2003-08-01,Towards an Accurate AS-Level Traceroute Tool,ACM SIGCOMM,,,,Conference Paper,
S. Zhou; R. Mondragon,2003-07-01,Analyzing and Modeling the AS-Level Internet Topology,Proceedings of the HET-NETs' 03,,,,Conference Paper,
J. Nieto-Hipolito; J. Barcelo,2003-06-01,On the geographical properties of BGP routing tables,Workshop on High Performance Switching and Routing, 2003, HPSR,,,,Conference Paper,
N. Feamster; D. Anderson; H. Balakrishnan; M. Kaashoek,2003-06-01,Measuring the Effects of Internet Path Faults on Reactive Routing,Proc. of SIGMETRICS,,,,Conference Paper,
M. fayed; P. Krapivsky; J. Byers; M. Corvella; D. Finkel; S. Redner,2003-04-01,On the emergence of highly variable distributions in the autonomous system topology,ACM SIGCOMM Computer Communication Review,33,2,41-49,Peer,
S. Zhou; R. Mondragon,2003-04-01,The missing links in the BGP-based AS connectivity maps,Passive and Active Measurement Workshop,,,,Conference Paper,
Y. Hyun; A. Broido; K. Claffy,2003-04-01,On Third-party Addresses in Traceroute Paths,Passive and Active Network Measurement Workshop (PAM),,,,Conference Paper,
S. Zhou; R. Mondragon,2003-03-01,The missing links in the BGP-based AS connectivity maps,arXiv:cs/0303028,,,,Peer,
Y. Hyun; A. Broido; K. Claffy,2003-03-01,Traceroute and BGP AS Path Incongruities,Cooperative Association for Internet Data Analysis (CAIDA),,,,Peer,
A. Akella; S. Seshan,2003-01-01,An Empirical Evaluation of Wide-Area Internet Bottlenecks,IMC '03 Proceedings of the 3rd ACM SIGCOMM Conference on Internet Measurement,,,,Conference Paper,
F. Wang; L. Gao,2003-01-01,Inferring and Characterizing Internet Routing Policies,IMC '03 Proceedings of the 3rd ACM SIGCOMM Conference on Internet Measurement,,,,Conference Paper,
G. Battista; F. Mariani; M. Patrignani; M. Pizzonia,2003-01-01,Archives of BGP Updates: Integration and Visualization,Proc. International Workshop on Inter-domain Performance and Simulation,,,,Conference Paper,
L. Subramanian; M. Caesar; C. Tie. Ee; M. Handley; M. Mao; S. Shenker; I. Stoica,2003-01-01,Towards a Next Generation Inter-domain Routing Protocol,SIGMETRICS,,,,Conference Paper,
L. Tang; M. Crovella,2003-01-01,Virtual Landmarks for the Internet,IMC '03 Proceedings of the 3rd ACM SIGCOMM Conference on Internet Measurement,,,,Conference Paper,
S. Park; A. Khrabrov; D. Pennock; S. Lawrence; C. Giles; L. Ungar,2003-01-01,Static and Dynamic Analysis of the Internet's Susceptibility to Faults and Attacks,IEEE INFOCOMM 2003,,,,Conference Paper,
J. Rexford; J. Wang; Z. Xiao; Y. Zhang,2002-11-01,BGP routing stability of popular destinations,ACM SIGCOMM Workshop on Internet Measurement,,,197-202,Conference Paper,
T. Bu; L. Gao; D. Towsley,2002-11-01,On characterizing BGP routing table growth,Global Telecommunications Conference,,,,Conference Paper,
B. Quoitin; S. Uhlig; O. Bonaventure,2002-10-01,Using Redistribution Communities for Interdomain Traffic Engineering,International Workshop on Quality of Future Internet Services,,,,Conference Paper,
R. Bush; T. Griffin; Z. Mao,2002-10-01,Route Flap Damping: Harmful?,NANOG 25,,,,Conference Paper,
A. Selcuk; K. Park; H. Lee,2002-09-01,The Static DPF Simulator,Self-Published,,,,Peer,
H. Chang; R. Govindan; S. Jamin; S. Shenker; W. Willinger,2002-06-01,Towards capturing representative AS-level Internet topologies,ACM SIGMETRICS International Conference on Measurement and Modeling of Computer Systems,30,1,280-281,Conference Paper,
V. Mhaske,2002-06-01,BGP and Inferring Autonomous System Relationships,Presentation,,,,Self,
Mark Knopper; Sean Doran,2002-02-01,Prefix Taxonomy Ongoing Measurement and Inter-Network Experiment,IETF IDS Working Group,,,,Unknown,
A. Broido; E. Nemeth; K. Claffy,2002-01-01,Internet Expansion, Refinement, and Churn,European Transactions on Telecommunications,13,1,33-51,Peer,
A. Broido; E. Nemeth;K_Claffy,2002-01-01,Internet Expansion, Refinement, and Churn,CAIDA,,,,Peer,
A. Mankin; D. Massey; C. Wu; S. Wu; X. Zhao; D. Pei; L. Wang; L. Zhang; R. Bush,2002-01-01,FNIISC: Fault-Tolerant Networking through Intrusion Identification and Secure Compartments,Darpa FRN PI Meeting,,,,Conference Paper,
CAIDA,2002-01-01,CAIDA Macroscopic IP Topology Data Kit (ITDK) #0204, provided to the Network Modeling and Simulation (NMS) community under DARPA grant N66001-01-1-8909,CAIDA,,,,Peer,
G. Huston,2002-01-01,BGP '01: An Examination of the Internet's BGP Table Behavior in 2001,Internet2 Joint Techs Workshop,,,,Presentation,
G. Ledesma,2002-01-01,Mapping the Philippine Internet using the Border Gateway Protocol,University Senior Project,,,,Self,
H. Chang; R. Godvindan; S. Jamin; S. Shenker; W. Willinger,2002-01-01,Towards Capturing Representative AS-Level Internet Topologies,ACM,,,,Peer,
R. Bless,2002-01-01,Using Realistic Internet Topology Data for Large Scale Network Simulations in OMNeT++,Institute of Telematics,,,,Peer,
R. Mahajan; D. Wetherall; T. Anderson,2002-01-01,Understanding BGP Misconfiguration,University of Washington,,,,Peer,
Unknown,2002-01-01,The Internet Under Crisis Conditions: Learning from September 11,National Research Council of the National Academies,,,,Book,
X. Zhao; D. Pei; L. Wang; D. Massey; A. Mankin; S. Wu; L. Zhang,2002-01-01,Detection of Invalid Routing Announcements in the Internet,International Conference on Dependable Systems and Networks,,,,Conference Paper,
X. Zhao; D. Pei; L. Wang; D. Massey; A. Mankin; S. Wu; L. Zhang,2001-11-01,An analysis of BGP multiple origin AS (MOAS) conflicts,ACM SIGCOMM Workshop on Internet Measurement,,,31-35,Conference Paper,
L. Subramanian; S. Agarwal; J. Rexford; R. Katz,2001-08-01,Characterizing the Internet hierarchy from multiple vantage points,UC Berkeley Technical Report CSD-01-1151,,,,Peer,
A. Broido; K. Claffy,2001-07-01,Complexity of global routing policies,Cooperative Association for Internet Data Analysis (CAIDA),,,,Peer,
C. Labovitz; A. Ahuja; A. Bose; F. Jahanian,2001-06-01,Delayed Internet routing convergence,IEEE/ACM Transactions on Networking (TON),9,3,293-306,Peer,
